nom,ingredients,passos,desdejuni,dinar,sopar,snack,apartat
Crema detox de xirivia i carxofa,"['½ L de brou de verdures (o de pollastre)', '½ ceba', '1 porro', '50 g de xirivia', '125 g de carxofes pelades (fresques)', '1 culleradeta de cafè de cúrcuma', '1 cullerada de postres de miso', 'Suc de llimona (menys de mitja llimona)', 'OOVE, sal i pebre bo', '1 cullerada de pipes de carabassa', '1 cullerada de pipes de girasol']","['Rentar i tallar el porro i la ceba i tallar-los', 'Posar una mica d’OOVE en una paella esperar que l’oli estigui calent (+liquid)', 'Tirar-hi el porro i la ceba', 'Pelar i tallar la xirivia i les carxofes', 'Reservar els carxofes amb una mica de suc de llimona perquè no s’oxidin', 'Quan vegada la ceba i el porro siguin transparents afegir la xirivia i les carxofes', 'Deixar coure uns minuts i afegir el brou', 'Deixam coure amb la tapa posada durante 15 min o fins que les verdures estiguin', 'Retiram un cullerot de brou en un cuenco i afegim: la cúrcuma, el miso i el pebre bo i ho disolem fins que no quedin grums.', 'Ho tiram una altra vegada a l’olla.', 'Trituram amb la batedora', 'Colam amb el “xino” (la carxofa és bastant fibrosa)', 'Servim amb un raig d’OOVE i les llavoretes per damunt']",1,0,1,0,[]
"Amanida de ruca amb iogurt grec, ametlles i tahin","['50 g de ruca', '4 xerris', '10 g de coriandre o julivert', '10-20 g de ceba morada', '2 cullerada sopera de iogurt grec', '30 g d’ametlles', '2 cullerades de postres de tahin', 'OOVE, sal i llimona']","['Renta i talla totes les verdures i posa-les en un bol', 'Tira-hi dues cullerades de iogurt grec per damunt, les ametlles i el tahin', 'Trempa i remena', 'Bon profit!']",1,0,0,0,['Amanida']
Salmó a la planxa amb xampinyons farcits de formatge blau,"['200 g de salmó fresc', '200 g de xampinyons', '50 g de formatge blau', 'OOVE, sal i pebre bo']","['Rentar els xampinyons i llevar-lis el peuet', 'Llevar les espines al salmó i eixugar-lo', 'Posar una mica d’OOVE en una paella o torradora, esperar a que sigui calent', 'Posar el salmó i deixar coure 3 minuts per banda (primer la part de la pell)', 'Posar els xampinyons en una altra paella, cap per avall, amb la boqueta per avall', 'Quan la boqueta estigui daurada, girar-los i distribuir el formatge, un trocet dins cada xampinyó, tapar i deixar coure 5 minuts.', 'Servir el salmó amb els xampinyons al costat.', 'Bon profit!']",0,1,1,0,[]
Truita de carxofes,"['2 ous', '2 carxofes tendres', 'OOVE, sal i pebre bò']","['Renta i pala les carxofes', 'Posa una mica d’OOVE en una paella i espera a que s’encalenteixi', 'Tira-hi les carxofes i sofregeix-les uns minuts fins que es coguin', 'Posa els ous en un bol, i trempa-los', 'Tira-hi les carxifes i tira-ho tot de nou a la paella.', 'Deixa coure uns minuts i dona la volta a la truita', 'Serveix i bon profit!']",1,0,1,0,[]
Amanida d’escarola amb bolets,"['50 g de nous', '½ ceba tendre', '100g d’escarola', '2 llauna de sardines en oli (pot ser picant si t’agrada)', '100 g de bolets (millor maitake, shiitake… sinó xampinyons o gírgoles)', '6 tomàtigues xerris', '2 cullerades de julivert fresc picat (o coriandre si t’agrada més)', 'suc de ½ llimona', 'OOVE, sal i pebre bo']","['Tallam la ceba, tomàtigues, l’escarola i bolets i reservam', 'Posam una mica d’OOVE en una paella i deixam encalentir', 'Tiram la ceba i cuinam fins que estigui translúcida', 'Afegim els bolets i deixam coure 5 minuts', 'Posam l’escarola en un bol, li posam les sardines (les esmicolam una mica), i li tiram la ceba i els bolets per damunt, després les tomàtigues xerris, les nous i el julivert', 'Trempam amb l’OOVE, el suc de llimona, sal i pebre bo al gust', 'Bon profit!']",0,1,1,0,['Amanida']
Sopa miso,"['300 ml de brou de verdures o de pollastre', '1 full d’alga nori / ortigues (si tens tiroides posa ortigues, no alga)', '1 cullerada cafè miso', '1 grell', '30 g de bolets (dels que tenguis)', '2 ous / 1 llauna de tonyina / una mica de pernil…']","['Posa el brou a encalentir', 'Si poses ortigues: desfulla-les, renta-les i talla-les. Empra guants per no picar-te', 'Talla el grell, els bolets i l’alga nori o les ortigues (quantes? una grapada)', 'Tira al brou el grell i els bolets i deixa coure 5 minuts', 'Mentres passen els 5 minutis, agafa una mica de brou i posa’l en un tassó i posa-li la cullerada de miso, disol-lo i tira-ho a l’olla una altra vegada', 'Afegeix l’alga nori o les ortigues i els dos ous / o tonyina, o pernil… el que vulguis', 'Apaga el foc i deixa reposar 2 minuts', 'Serveix amb un raig d’OOVE , sal i pebre bo al gust']",0,0,1,0,[]
Pudding de xía amb fruits vermells i ametlles,"['70 ml llet d’ametlla', '70 ml de kefir (cabra o ovella)', '3 cullerades soperes de xía', '1 cullerades de postres d’eritritol (opcional)', '8 g d’ametlles', '25g de fruits vermells']","['Mescla dins un recipient gros la llet, el kefir, la xía i l’eritritol', 'Una vegada mesclat serveix dins dos recipients (un tasso, un bol)', 'Deixa dins la gelera durant tota la nit.']",1,0,0,1,[]
Estofat de vedella,"['1 Ració', '200 g de carn de vedella per estofar, tallada a trossos', '1 pastanaga', '100 g de mongetes verdes', '1/2 ceba', ""1 gra d'all"", '1 tassa (250 ml) de brou de carn', '1 tomàtiga de ramallet rallada', '1 fulla de llorer', 'moraduix', 'Sal i pebre al gust', ""1 cullerada d'oli d'oliva (OOVE)""]","[""En una olla petita, encalentir l'oli d'oliva a mig foc."", 'Afegir la carn de vedella i cuina fins que estigui daurada.', ""Afegir-hi la ceba i l'all a l'olla, i cuinar fins que estiguin tendres."", ""Afegir les pastanagues i les mongetes a l'olla. Remena per barrejar els ingredients."", ""Tirar el brou de carn dins l'olla i afegir la fulla de llorer, la farigola, el tomàquet concentrat (opcional), la sal i el pebre al gust."", 'Cuinar a foc fort fins que agafi el bull i després reduir a foc baix.', ""Cobrir l'olla i deixeu cuinar a foc lent 1.5 a 2 hores, o fins que la carn i les verdures estiguin tendres."", 'Remena ocasionalment i ajustasal i pebre bo al gust', ""Quan l'estofat estigui llest, retirar la fulla de llorer i servir-ho calent."", 'Bon profit!']",0,1,0,0,[]
Bacallà a la mallorquina,"['400g bacallà (200 per ració)', '1 Manat bledes', '2 Cebes tendres', '1 Manat de julivert', '1 Tomàtiga', '3 alls', '20 g pinyons', '20 g d’ametlles', 'Un poc de pebre vermell', 'Sal', ""Oli d'oliva"", 'Pebre bo']","['Encalentir el forn a 180ºC', 'Tallar tota la verdura (tallar la tomàtiga a llesques i reservar), i la trempar en una ensaladera grossa amb oli, sal, pebre vermell i pebre bo', 'Llevar les espines al peix', 'Col.locar una capa de verdura al fons de la palangan de forn i una mica de verdura', 'Col.locar el peix', 'Acabarde col.locar la resta de les verdures per damunt.', 'Col.locar les llesques de tomàtiga per damunt, els pinyons i les ametlles. Afegir una mica de pebre bo, sal i oli.', 'Enfornar durante 1h - 1h 10min a 180ºC', 'Servir la meita i reservar l’altre meitat pel dissabte.']",0,1,1,0,[]
Pa (lli) amb pernil i alvocat,"['100 g de salmó fumat', '1 ou', '30 g de formatge semicurat', '30 g de pernil salat', '50 g d’amanida', 'OOVE, sal i vinagre o llimona']","['Posa a bullir un ou (temporitza 8 min de cocció)', 'Treu el salmó del seu envàs i servil en un plat', 'Fes el mateix amb el formatge i el pernil salat', 'Posa les fulles verdes en un bol i trempa-les amb OOVE, sal i vinagre o llimona', 'Quan l’ou estigui cuit pala’l i serveix-lo dins el plat amb els altres aliments.', 'Trempa l’ou', 'Bon profit!']",1,0,1,0,[]
Roses de pollastre amb pernil i formatge,"['200 g de pitrera de pollastre', '50 g de formatge tallat a llesques finetes', '50 g de pernil dolç', '1 ou', '70 g de fulles verdes', 'OOVE, sal i vinagre de poma']","['Posa el forn a encalentir a 180ºC', 'Talla el pollastre a làmines fines i posa-li una mica de pebre bò per damunt (nou moscada si t’agrada… o altres espècies', 'Compon un tall de formatge i un tall de pernil dolç damunt cada tall de polalstre', 'Enrolla i posa-li un palillo perquè s’aguanti', 'Col·loca les roses de pollastre dins una palangana de forn, si vols pots posar-hi un full de paper de forn perquè no s’aferrin', 'Enforna 15 min a 180ºC', 'Treu-les i amb un pinzell posa-lis per damunt un ou batut.', 'Torna a enfornar per 15 minuts més a 180ºC', 'Deixa reposar 5 minuts i mentrestant trempa l’amanida amb oli sal i vinagre o llimona', 'Bon profit!']",1,0,1,0,['Pollastre']
Pastís de carn,"['200 g de carn picada', '1 porro', '5 g de fulles d’api', '½ ceba', '1 pastanaga', '125 ml de brou', '50 ml de vi tinto (o qualsevol altre)', '4 tomàtigues de ramallet', '15 g de mantega', '15 g de parmesà', '2 ous', 'nou moscada', '200 g de coliflor', 'OOVE, sal, pebre bo', '70 g de fulles verdes']","['Encalentir el forn a 180ºC', 'Trossejar totes les verdures d’un tamany petit i homogeni perquè es mesclin bé amb la carn.', 'Rallar les tomàtigues de ramellet i reservar', 'Posar una mica d’OOVE en una paella i cuinar les verdures: a) primer la ceba i el porro, b) després tirar-hi les tomàtigues ratllades i quan la tomàtiga estigui cuita c) hi tirarem la pastanaga i l’api', 'Quan les verdures estiguin tendres tirar-hi la carn i desmenuzar-la perquè s’integri bé amb les verdures', 'Afegim el brou i el vi i deixam coure durant 20 min (fins que redueixi pràcticament tot el líquid', 'Mentrestant ratllam la coliflor i la trempam amb OOVE, sal, pebre bo i nou moscada i reservam', 'Quan han passat els 20 minuts, batem 1 ous, i els mesclam amb la carn perquè quedi compacte', 'Fonem la mantega (podem utilitzar el microones o dins un perol), reservam', 'I batem l’altre ou i el mesclam amb la coliflor', 'Afegim la mantega a la coliflor', 'Col.locam la carn en un recipient de forn, i després li posam la coliflor per damunt', 'Finalment tiram el parmesà ratllat per damunt.', 'Enfornam per 10 minuts.', 'Deixa reposar 5 minuts i serveix amb l’amanida!', 'Bon profit!']",0,1,0,0,[]
Truita d'espinacs amb formatge blau i cúrcuma,"['3 ous', '1 all', '100 g d’espinacs', '30 g de formatge blau', '10 g de cúrcuma fresca', 'OOVE, sal, pebre bo']","['Renta i talla els espinacs i l’all', 'Posa un raig d’OOVE en una paella, i encalenteix-lo', 'Tira-li l’all i els espinacs, deixa coure 4 minuts', 'Bat els ous i mescla les verdures amb els ous i afegeix la cúrcuma fresca ratllada', 'Tira novament dins la paella i deixa coura per cada costat.', 'Bon profit!']",1,0,1,0,[]
Rollet pernil salat amb espàrrecs blancs,"['3 espàrrecs blancs', '3 llesques de pernil salat']","['Embolica els espàrrecs amb el pernil!', 'Bon profit!']",1,0,1,1,[]
Coes de llagostins amb bolets,"['250 g de coes de llagostins', '200 g de bolets (tria: gírgoles, shiitake, xampinyons, shimejis…)', '2 alls', 'OOVE, sal i pebre bo']","['Descongela les coes de llagostins si estan congelades.', 'Talla els bolets a tires.', 'Posa una mica d’OOVE en una paella i diexa encalentir una mica.', 'Talla els alls i tira-los a la paella, a continuació afegeix les coes de llagostins', 'Quan s’hagin cuit, afegeix els bolets.', 'Salpebre perquè quedi saborós', 'Treu i serveix. Bon profit!']",0,0,1,0,[]
Calamar a la planxa amb bledes saltejades amb all i cúrcuma,"['1 calamar (o 2 si son petits)', '2 alls', '150 - 200 g de bledes', '5 g de cúrcuma fresca', 'OOVE, sal']","['Renta i talla les bledes i els alls', 'Posa una mica d’OOVE en una paella i deixa encalentir per un min', 'Tira-hi l’all, remena, després afegeix les bledes i salpebre', 'Al mateix temps posa OOVE en una altra paella, deixa encalentir', 'Posa-hi el calamar (net). Deixa coure durant 5 minuts', 'Dona-li la volta i deixa cuinar per 4-5 minuts més per l’altre costat', 'Treu les bledes i el calamar, i serveix en un mateix plat. Bon profit!']",0,1,1,0,[]
Dorada a la sal amb maionesa,"['1 Daurada', '1 kg de sal gruixuda per enfornar', '1 ou', '1 all', 'llimona', 'OOVE, vinagre, sal', '70 g de fulles verdes']","['Encalentir el forn a 180ºC', 'Posar un llit de sal damunt la safata de forn', 'Posar la daurada neta amb una tallada de llimona dins la panxa, sal i pebre bo.', 'Tapa la daurada de sal i enforna uns 20 min aprox. (farà oloreta en ser cuita)', 'Mentrestant fes la MAIONESA: posa l’all picat i l’ou amb una cullerada de cafè d’oli, amb el turmix ves mesclant i afegins oli molt, molt a poc a poc fins que et quedi d’una textura hemogènia, corregeix de sal, i en acabar posa-li unes gotes de llimona o vinagre.', 'Quan tenguis la maionesa fes l’amanida: talla i renta les fulles', 'Posa-les en una bol o ensaladera i trempa-les amb OOVE, sal i llimona o vinagre', 'Serveix la dorada amb amanida i la maionesa al costat.']",0,1,1,0,[]
Truita de Xampinyons amb Formatge de Cabra,"['30 g xampinyons', '20 g formatge de cabra', '2 ous', '5-7 g d’oli d’oliva, sal pebre bo']","['Rentar i tallar els xampinyons a làmines.', ""Saltejar els xampinyons en oli d'oliva fins que estiguin daurats."", 'Batre els ous i afegir-hi els xampinyons i el formatge de cabra.', 'Cuinar fins que els ous estiguin ben cuits.']",1,0,1,0,[]
Pit de Pollastre al Forn amb Herbes Mediterrànies,"['300 g Pitrera de pollastre', 'Herbes mediterrànies (romaní, tomí, orenga)', ""Oli d'oliva, sal i pebre al gust""]","['Encalentir el forn a 180ºC.', 'Posar-li les herbes a la pitrera de pollastre, sal i pebre bo.', ""Col·locar-la en una safata per a forn i regar-lo amb oli d'oliva. També li pots afegir una mica d’agua perquè quedi més tendre."", 'Forneja fins que el pollastre estigui ben cuit i daurat per fora.']",0,1,0,0,['Pollastre']
Amanida de Salmó Fumat amb Alvocat i Amaniment d'Oli d'Oliva,"['200 g Salmó fumat', '½ Alvocat', ""Oli d'oliva, llimona, sal i pebre al gust""]","['Tallar el salmó fumat a tires.', ""Pelar i tallar l'alvocat a trossos."", ""Barreja el salmó i l'alvocat en un bol."", ""Amanir amb oli d'oliva, suc de llimona, sal i pebre al gust""]",0,1,1,0,['Amanida']
Rotllets d'Enciam amb Carn de vedella i Guacamole,"[""3 fulles d'enciam (romana)"", '200 g de carn picada (pot ser de vedella, pollastre o porc)', '100g de Guacamole (alvocat, tomàquet, ceba, coriandre, llimona o lima)', '10ml d’oli d’oliva']","[""Rentar i assecar les fulles d'enciam per utilitzar-les com a embolcalls."", 'Encalentir la paella i posa-li l’oli d’oliva', 'Cuina, dins la paella, la carn picada amb espècies: comí, pebre bo, pebre vermell…', 'Prepara el guacamole mesclant: alvocat, tomàtiga, ceba morada, coriandre i llimona o llima (al gust). Tot talladet ben petit', ""Col·locar la carn cuita damunt les fulles d'enciam i afegir guacamole."", 'Enrotllar les fulles com si fossin burrets.', 'Servir i menjar! (Li pots tirar una mica més de llimona o llima per damunt)']",0,1,1,0,[]
Salmó al Forn,"['150 g de salmó fresc', ""Pesto d'alfàbrega /"", ""Oli d'oliva, sal i pebre al gust""]","['Encalentir el forn a 180ºC', 'Col·locar el filet de salmó en una safata de forn.', ""Untar el pesto d'alfàbrega sobre el salmó. Si ho prefereixes també es pot afegir després de que el salmo estigui cuit en treure'l del forn."", ""Regar-lo amb oli d'oliva i trempar-lo amb sal i pebre."", 'Forneja fins que el salmó estigui cuit i la part superior estigui daurada. (15-20 min)']",0,1,1,0,[]
Pesto d’alfàbrega,"['30 g fulles fresques de alfàbrega )', '40 g Pinyons', '50 g formatge parmesà ratllat', '2 alls All', ""120 ml Oli d'oliva verge extra"", 'Sal i pebre al gust']","[""Posar les fulles fresques d'alfàbrega, els pinyons, el formatge parmesà ratllat i les dues dents d'all en un processador d'aliments (turmix/thermomix)."", 'Triturar els ingredients fins a obtenir una barreja gruixuda.', ""Amb el processador engegar, vessar lentament l'oli d'oliva verge extra fins que la barreja sigui suau i homogènia."", 'Aturar el processador i condimentar el pesto amb sal i pebre al gust.', 'Provar i ajustar els ingredients segons la teva preferència.']",1,1,1,0,[]
Ous Remenats amb Espinacs i Alvocat,"['3 Ous', '100 g espinacs frescos', '½ Alvocat', 'Sal i pebre al gust', '10 g mantega per cuinar']","['Batre els ous en un bol i trempar amb sal i pebre.', 'En una paella, fondre una mica de mantega i saltejar els espinacs fins estiguin fets.', 'Afegir els ous batuts a la paella i remenar fins que estiguin cuits.', 'Servir en un plat els ous remenats amb l’alvocat al costat']",1,0,1,0,[]
Pit de Gall d'Indi a la Graella amb Bròquil al Vapor,"[""Pits de gall d'indi (3 unitats) → per dos dies"", '250 g Bròquil', ""10 g Oli d'oliva verge extra"", 'Sal i pebre al gust', 'Opcional: herbes mediterrànies']","['Encalentir la graella a temperatura mitjana-alta.', ""Condimentar les piteres de gall d'indi amb oli d'oliva, sal, pebre i, si es desitja, amb herbes mediterrànies."", ""Torrar els pits de gall d'indi fins que estiguin ben cuits i amb marques de la torradora."", ""Mentre es torra el gall d'indi, coure el bròquil al vapor fins que estigui tendre (7min+-)."", ""Servir els pits de gall d'indi sobre el bròquil cuinat al vapor."", 'Trempar amb oli i sal']",0,1,0,0,[]
Amanida de Llagostins amb Alvocat i Amaniment de Llimona,"['200 g de llagostins', '½ Alvocat', '70 g d’enciam', 'Llimona (mitja, sucs i ratlladura)', ""10 g Oli d'oliva verge extra"", 'Sal i pebre al gust']","[""En un bol, col·locar les fulles d'enciam rentades."", ""Afegir els llagostins cuits i pelats sobre l'enciam."", ""Incorporar els trossos d'alvocat."", ""En un bol petit, fer una vinagreta amb suc de llimona, oli d'oliva, sal i pebre."", ""Amanir l'amanida amb la vinagreta de llimona abans de servir.""]",0,0,1,0,['Amanida']
Pit de cal d’indi (d’ahir) amb amanida verda amb formatge brie,"['Pit de cal d’indi d’ahir a migdia', '70-100 g d’amanida verda (fulles de lletuga, espinacs, rúcula, etc.)', '60 g formatge brie (quantitat segons preferència)']","[""Encalentir el pit de cal d'indi: Pots fer-ho a la paella, al forn o la microones."", ""Preparar l'amanida verda: mescla les fulles d'amanida verda al teu gust, i trempa-les."", ""Afegir formatge brie: Talla el formatge brie i posa'l a sobre de l'amanida."", ""Afegir el pit de cal d'indi calent: Col·loca el pit de cal d'indi escalfat a sobre de l'amanida."", 'Serveix i gaudeix!']",0,1,0,0,['Amanida']
Truita amb formatge blau i espinacs,"['4 Ous', '40 g formatge blau (quantitat al gust)', '100 g Espinacs frescos']","['Batre els ous en un bol.', 'Afegir els espinacs al bol amb els ous batuts.', ""Afegir el formatge blau: Talla el formatge blau a trossos petits i afegeix-los a la mescla d'ous i espinacs."", 'Cuinar la truita: Escalfa una paella amb oli o mantega. Aboca la barreja i cuina fins que els ous estiguin fets però encara humits.', 'Doblegar la truita per la meitat i servir', 'Reserva la meitat de la truita per demà dematí berenar']",1,0,1,0,[]
Pollastre Torrat amb Ruca Trempada,"['250g de Pitrera de pollastre', '50-100g Ruca', ""7-10 g Oli d'oliva"", '1 All', 'Llimona (sucs)', 'Sal i pebre al gust']","['Encalentir el forn a 200ºC', 'Preparació del pollastre: Condimenta el pit de pollastre amb sal i pebre al gust.', 'Enforna 20-25min el pollastre fins que estigui ben cuit i daurat.', ""Preparació de la ruca trempada: En un bol petit, barreja la ruca amb oli d'oliva, sucs de llimona, all picat (opcional), sal i pebre al gust."", 'Serveix: quant el pollastre estigui cuit, col·loca la ruca trempada al costat del pollastre i serveix.']",0,1,1,0,['Pollastre']
Gambes al ajillo amb Espinacs Saltejats,"['200 g Gambes', '100 g Espinacs frescs', ""2 cullerades d’oli d'oliva"", '2 alls', 'Guindilla (opcional)', 'Sal i pebre al gust']","['Pelar les gambes, i deixar-les a banda.', ""En una paella amb oli d'oliva, saltejar l'all i la guindilla (si s'utilitza) fins que siguin aromàtics. Afegir les gambes i cuinar-les fins que estiguin rosades."", ""En una altra paella, saltejar els espinacs amb una mica d'oli fins que es redueixin."", 'Col·locar els espinacs a un plat i les gambes a sobre. Condimenta amb sal i pebre al gust. Serveix calent.']",0,0,1,0,[]
Pebrots farcits de peix i formatge.,"['400g de peix (si ho fas amb rap queda molt bé, però pot ser qualsevol altre peix)', '200 g de formatge brie', '4 pebrots vermells', '1 ceba', '2 alls', '2 tomàtigues', '1 ou (opcional, per lligar)', ""10g d’oli d'oliva"", 'Sal i pebre al gust']","['Encalentir el forn a 180°C.', 'Rentar i tallar els pebrots per la meitat, eliminant les llavors i les membranes interiors.', ""En una paella, escalfa una mica d'oli d'oliva i sofregix la ceba i l'all fins que estiguin daurats."", 'Afegir el peix desmenuçat i sense espines i cuinar fins que estigui cuit', 'Afegir sal i pebre al gust.', ""Si ho desitges, pots afegir l'ou batut per lligar millor la barreja."", 'Omplir els pebrots amb la barreja de peix', 'Col·locar els pebrots farcits en una safata per forn.', 'Enfornar durant uns 20 minuts o fins que els pebrots estiguin tendres i la part superior estigui ben gratinada.', 'Col.locar trossos de formatge brie sobre cada pebrot farcit.', 'I tornar a enfornar durante 5-8 minuts més', 'Serveix 2 pebrots i reserva els altres 2 per demà.']",0,1,0,0,[]
Ou bullit amb salmó fumat i ½ alvocat,"['2 OU', '100 g de salmó fumat', '½ ALVOCAT', '50 g de ruca', 'oli, sal i llimona']","['Bullir l’ou durante 8 minuts i quan estigui bullit palar-lo', ""Tallar l'alvocat a làmines"", 'Servir: el salmó fumat, l’alvocat, l’ou i la ruca en un plat', 'Trempar la ruca, i posar sal i oli a l’ou.']",1,0,1,0,[]
Ous remenats o fregits amb cuixot salat,"['3 ous', '35 g de pernil', ""8 ml d'oli d'oliva (1⁄2 cullerada)"", 'Sal i pebre al gust']","['Encalentir l’oli a la paella, tirar els ous, i posarli sal i pebre bò', 'Treure els ous i posar-ho el pernil. Torrar-lo al gust']",1,0,1,0,[]
Espàrrecs saltejats,"['200g d’espàrrecs', '10 g de mantega', 'pebre bo i sal']","['Rentar i tallar els espàrrecs', 'Encalentir una paella i posar-li la mantega', 'Quan la mantega estigui fosa, posar-hi els espàrrecs i sofregir durant uns minuts sense deixar de remenar', 'Sal pebrar al gust', 'Treure del foc per acompanyar la vedella']",0,1,1,0,[]
Pollastre al forn a les fines herbes,"['400g de pollastre a trossos amb os i pell', '1⁄2 llimona', ""2-3 dents d'all"", '5g de romaní fresc (1g en pols)', ""5g d'orenga fresc (0.5g en pols)"", '15g de mostassa Dijon', ""15ml d'oli d'oliva (una cullerada)"", 'Sal i pebre al gust']","['Talla-ho tot petit i ratlla la pell de la llimona', 'Encalentir el forn a 180°C i preparar la safata de forn (si no és antiadherent, posa-li paper per enfornar).', ""Mesclar en un bol: l'all, el romaní, l'orenga, la mostassa, la pell de llimona, l'oli d'oliva, la sal i el pebre. Picar i remanar-ho tot fins que desprengui aroma."", 'Primer untar totel pollastre amb la llimona.', 'Després untar cada peça per fora i per dins de la pell amb la barreja de fines herbes. Afegir una mica de sal.', ""Col·locar sobre la safata de forn i tapar amb paper d'alumini."", ""Coure al forn tapat per 30 minuts. Després llevar el paper d'alumini."", 'Enfornar per 15 minuts més o fins que la pell del pollastre comenci a daurar', 'Servir.']",0,1,0,0,['Pollastre']
